小区名称,房价,区域商圈：,详细地址：,建筑类型：,物业费用：,产权类别：,容积率：,总户数：,绿化率：,建筑年代：,停车位：,开发商：,物业公司：,经度,纬度
三源里南小街小区,75179,朝阳 三元桥,顺源街,高层,0.80元/平米/月,商品房住宅,2.80,1342户,33%,2015年,地上车位150元/月,北京军建利司达房地产开发有限公司,北京延龙物业管理有限责任公司,116.4639950380302,39.95994050091909
厂坡小区,49548,朝阳 大望路,庆丰闸后街,多层,2.50元/平米/月,商品房住宅,2.00,暂无数据,40%,1996年,暂无数据,上海豪景物业管理有限公司,业主自管,116.47158688738669,39.907488351527874
希格玛公寓,72889,海淀 知春路,知春路49号,高层,1.98元/平米/月,商品房住宅,3.00,308户,30%,1997年,地下每位每户600元,上海三图广告有限公司,北京希格玛物业管理有限公司,116.3436344963092,39.98362245511568
苏荷时代,52553,通州 果园,通朝大街206号,高层,1.80元/平米/月,商品房住宅,5.56,1071户,20%,2005年,地上临时车位225个1元/小时，地下139个车位,通州区住房和城乡建设委员会,北京顺开物业管理有限公司,116.65146798440168,39.89780734766176
风度柏林,78218,朝阳 大望路,西大望路59号,小高层|高层,2.66元/平米/月,商品房住宅,2.80,1300户,30%,2003年,地上200/月，地下500/月，车位比较紧缺,北京融利达房地产开发有限公司,北京同舟物业管理有限公司,116.48234104162995,39.89530927794706
保利东郡,110811,朝阳 石佛营,石佛营路,小高层|高层,7.90元/平米/月,商品房住宅,2.80,336户,32%,2013年,796个,庆扬贸易有限公司,保利物业管理(北京)有限公司,116.50669266671663,39.936083683549
甘露家园,58930,朝阳 甘露园,朝阳路,高层,0.55元/平米/月,商品房住宅,2.50,3500户,30%,1975年,500个,北京通衢房地产开发有限责任公司,宏运承物业管理中心,116.52112960405913,39.923959396933526
映翠居小区,41426,通州 梨园,景中街,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,25%,2002年,充足,通州区住房和城乡建设委员会,北京通州兴华物业管理公司,116.6649969145347,39.88596765465544
定海园一里,32567,通州 次渠,科创九街,多层,0.00元/平米/月,商品房住宅,2.00,暂无数据,25%,2009年,暂无数据,北京星湖开发有限公司,星湖物业,116.56957728631492,39.80494460620551
呼家楼西里,74959,朝阳 呼家楼,朝阳路,多层,0.50元/平米/月,商品房住宅,2.00,460户,20%,2015年,150元/车位/月,"阿克苏若贝尔,古驰贸易有限公司",业主自管,116.47372539348375,39.92552829113273
月亮河七星公馆,62058,通州 武夷花园,月亮河河滨路1号,多层|小高层,2.80元/平米/月,商品房住宅,0.90,50户,80%,2013年,102,北京凯瑞房地产开发有限公司,北京月亮河物业管理有限公司,116.68297596033361,39.92720808755127
金台北街小区,70114,朝阳 CBD,金台北街1-5号,多层,0.50元/平米/月,商品房住宅,1.33,暂无数据,40%,1991年,暂无数据,北京住总房地产开发有限公司,街道委员会物业,116.4814149784797,39.9279970318218
城南嘉园益嘉园,51262,丰台 马家堡,马家堡西路,多层,1.30元/平米/月,单位集体自建房,1.87,1267户,34%,2002年,地上车位150/元、地下车位350/元,上海寰舟水产有限公司,北京京丰物业管理有限责任公司,116.37904695714026,39.838821516855816
林肯公园C区(商住楼),38000,大兴 亦庄,西环北路,高层,0.00元/平米/月,办公,0.00,暂无数据,35%,暂无数据,暂无数据,北京和裕房地产开发有限公司,暂无数据,116.49835693056734,39.81002003486646
新文化街80号院,196074,西城 金融街,新文化街80号,多层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,业主自管,116.37193794699539,39.90966746315598
林肯公园(B区),36305,大兴 亦庄,荣华北路,高层,4.50元/平米/月,办公,3.00,暂无数据,30%,2008年,暂无数据,平高大厦物业管理有限公司,北京晟邦物业管理有限公司,116.50240640197576,39.81260250110902
圣馨家园,80382,朝阳 太阳宫,太阳宫南街,多层|高层,2.00元/平米/月,商品房住宅,2.00,1800户,20%,2010年,500,冠城开发,冠城物业管理公司,116.44717992668059,39.979887306390296
永旺家园(五区),39677,海淀 西北旺,永丰路,多层,0.80元/平米/月,商品房住宅,0.00,暂无数据,30%,2014年,暂无数据,暂无数据,千秋物业管理公司,116.25780383025568,40.06988472050758
华威北里,64614,朝阳 潘家园,劲松南路,多层|小高层,0.50元/平米/月,商品房住宅,2.20,2400户,30%,1996年,租价200元/月、323个,无,北京双吉安物业管理有限公司,116.46481492146918,39.88430725481634
帽儿胡同5号四合院,145123,东城 交道口,帽儿胡同5号,低层,0.00元/平米/月,商品房住宅,0.00,暂无数据,30%,2006年,暂无数据,暂无数据,暂无数据,116.40818502347575,39.942080084771035
万科公园五号,98042,朝阳 团结湖,甜水园街,高层,6.30元/平米/月,商品房住宅,2.50,869户,31%,2004年,20-25万元/个，50年产权。月租金1000-1200元,上海新中物业管理有限公司,北京万科物业服务有限公司,116.4842960239113,39.93090809947354
顶秀金石家园,46522,丰台 宋家庄,金桥东街6号,高层,2.30元/平米/月,商品房住宅,0.00,1808户,暂无数据,2013年,暂无数据,锦能物业管理有限公司,北京鸿路泽物业管理有限公司,116.43755952382148,39.84283269991148
金顶阳光槐满园,44473,石景山 金顶街,金顶北路20号,高层,1.80元/平米/月,商品房住宅,0.00,暂无数据,30%,2016年,暂无数据,黎安物业管理有限公司,北京华清物业管理有限责任公司,116.17052419741458,39.93527381000051
莲怡园一区,68847,丰台 六里桥,莲宝中路,多层|高层,2.20元/平米/月,商品房住宅,2.00,1200户,25%,1996年,500,北京红都风尚服装服饰有限公司,北京广宇物业管理有限公司,116.30745353511438,39.891837000963065
西苑操场1号院,80400,海淀 西苑,西苑操场1号院,多层,1.50元/平米/月,商品房住宅其他,0.00,暂无数据,暂无数据,1980年,暂无数据,无,无,116.29908159725304,40.00224108532567
叠翠庭院,0,石景山 苹果园,八大处路,多层,0.00元/平米/月,小产权房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.20680752950533,39.95020693833603
荣丰2008,141218,西城 广安门外,广安门外大街305号,小高层|高层|超高层,3.30元/平米/月,商品房住宅,3.20,9157户,36%,2003年,地下450-600元/车位/月，地上150元/车位/月,北京荣丰房地产开发有限公司,北京非常空间物业管理有限公司,116.3427521806373,39.9005649295787
美然动力街区A2区,54592,朝阳 定福庄,朝阳北路,多层|小高层|高层,1.50元/平米/月,商品房住宅,1.60,1800户,30%,2003年,地上150元/月、地下300元/月,上海欣广物业管理有限公司,北京昆和物业管理有限公司,116.56489711460793,39.92903951421424
鸿博家园(二期F区),43774,朝阳 小红门,红坊路,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.47049230212279,39.83158552709728
古城南路小区(西区),51156,石景山 古城,古城路30号,多层|高层,0.00元/平米/月,商品房住宅单位集体自建房,1.70,2389户,20%,1958年,没有停车费,"上海佳佳航空服务有限公司,同润投资集团",北京首欣物业管理有限责任公司,116.19637922660276,39.915399871407026
福星家园(A区),19841,房山 房山城关,房山北大街,多层,0.60元/平米/月,商品房住宅,0.00,暂无数据,30%,2000年,车位充足，免费停车,北京日月星房地产开发有限责任公司,业主自管,115.99043523250458,39.70977392206487
石门营新区四区,27436,门头沟 永定,紫金北路,多层,0.00元/平米/月,动迁配套房,0.00,暂无数据,12%,2001年,暂无数据,庆扬贸易有限公司,保利物业管理(北京)有限公司,116.1088301919392,39.893345189046855
朝阳旺角,50127,朝阳 双桥,双柳北街1号,小高层|高层,2.00元/平米/月,商品房住宅,2.78,1200户,30%,2004年,地下400，地上120，1:0.8、150元/月,上海中原顾问有限公司,北京中北物业管理有限责任公司旺角福邸家园分公司,116.59474142873539,39.91082582715295
圣世一品,86199,朝阳 东大桥,向军北里28号,高层,5.98元/平米/月,商品房住宅,3.90,530户,30%,2010年,336,北京市双建房地产开发有限公司,北京金地格林物业管理公司,116.46548712348228,39.93133598982528
五路居137号院,74224,海淀 五路居,西四环北路137号,多层,0.30元/平米/月,商品房住宅,2.10,6088户,30%,1990年,6100,暂无数据,北京海房物业管理有限公司,117.10255557896755,40.15399877042522
定福庄北里1号院,53903,朝阳 定福庄,定福庄路,多层,0.00元/平米/月,商品房住宅,1.60,2482户,20%,2000年,150元/车位/月,北京市中建一局第五建筑公司,业主自管,116.5680502567785,39.92374435676602
东大桥路小区,84785,朝阳 东大桥,东大桥路,多层,2.00元/平米/月,商品房住宅,0.90,2000户,15%,2015年,800,"阿克苏若贝尔,古驰贸易有限公司",业主自管,116.45636572933398,39.919857469654
烟树园小区,96307,海淀 世纪城,蓝靛厂西路,多层,1.20元/平米/月,商品房住宅,2.20,11000户,35%,2004年,300元/车位/月,北京金源鸿大房地产开发有限公司,北京世纪颐和物业管理有限责任公司,116.28526062799871,39.96868311373056
京旺家园四区,34146,朝阳 望京,金港南路,多层,1.20元/平米/月,动迁配套房,0.00,暂无数据,30%,2000年,暂无数据,"上海竞翔汽车零件有限公司,上海佳化有限公司",北京华特物业管理有限公司,116.57926813878365,40.01856829158413
保利罗兰香谷,47709,昌平 沙河,沙阳路34号,小高层,2.78元/平米/月,商品房住宅,2.30,1244户,30%,2012年,约1000个车位。,庆扬贸易有限公司,保利物业管理(北京)有限公司,116.2740154599637,40.123461647519726
碧水云天颐园(东区),148341,海淀 万柳,万泉庄路,多层,2.20元/平米/月,商品房住宅,0.00,暂无数据,30%,2004年,暂无数据,上海允智物业管理有限公司,北京迪嘉贝施物业管理有限公司,116.3023198089554,39.97296518232787
葛布店东里,49811,通州 梨园,运河大街100号,多层,1.20元/平米/月,商品房住宅,0.80,暂无数据,30%,1980年,充足,通州区住房和城乡建设委员会,北京通运达物业管理有限公司,116.67285331486386,39.896034725409734
顶秀欣园西苑,53721,丰台 宋家庄,宋庄路,高层,1.10元/平米/月,商品房住宅,3.50,1031户,37%,2003年,停车位360个，150元/车位/月,锦能物业管理有限公司,北京鸿路泽物业管理有限公司,116.43377720847172,39.84509005513378
新街口外大街10号院,134774,西城 德胜门,新街口外大街10号,多层,0.00元/平米/月,商品房住宅,2.00,360户,30%,1994年,充足,上海东信物业管理有限公司,上海东信物业管理有限公司,116.3790283622162,39.96794261302515
阜光里小区,94092,海淀 甘家口,阜成路北二街,多层|小高层,1.80元/平米/月,商品房住宅,1.50,550户,30%,1998年,400元/辆/月,"阿克苏若贝尔,古驰贸易有限公司",业主自管,116.32858428579503,39.93300443905699
西山国际城,68421,海淀 田村,阜石路甲69号,多层,4.20元/平米/月,商业,1.38,1468户,33%,2011年,地上停车位数量：500个、150元/月，地下停车位数量：1000个，300/月 目前正在建设中,上海安亭经济发展中心,北京昌泽物业管理有限公司,116.23583325375375,39.933046002802584
新纪家园,81812,朝阳 太阳宫,太阳宫中路,多层|高层|超高层,1.01元/平米/月,商品房住宅,2.80,2000户,35%,2002年,地下350元/月、地上180元/月,上海锦都置业有限公司,北京新纪家园物业管理有限公司,116.4566752854127,39.97912716238799
中海安德鲁斯庄园(东区),54811,朝阳 百子湾,高碑店路181号,低层,0.00元/平米/月,商品房住宅,0.80,暂无数据,36%,2006年,暂无数据,上海尊木汇文化投资有限公司,北京中海物业管理有限公司,116.53116241897789,39.89053486003122
荣京丽都,30107,大兴 亦庄,荣京东街3号,高层|超高层,2.68元/平米/月,办公,4.85,330户,30%,2008年,"336，地下420元/月,地上小区内按时收费，小区旁边有个停车场，那边比较合适一次两元",上海诚信实业科技有限公司,安瑞态富物业管理公司,116.51776284483829,39.80038426912399
香江花园,105379,朝阳 来广营,香江北路1号,低层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.52578498253405,40.038409091615996
盛今大厦,60776,丰台 六里桥,莲宝路1号,高层,2.00元/平米/月,商品房住宅,1.33,暂无数据,35%,2001年,暂无数据,上海锦森物业管理有限公司,北京中视盛元物业有限公司,116.30713409767503,39.89523918231763
北洼东里,85277,海淀 紫竹桥,北洼路,多层|高层,1.60元/平米/月,商品房住宅,1.50,2000户,40%,2000年,地上车位150元/月,暂无数据,业主自管,116.31236457133743,39.944849491785604
柏林爱乐(四期),60900,朝阳 管庄,朝阳北路,小高层|高层,1.80元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2008年,暂无数据,北京城乡房屋建设开发有限责任公司,北京正中方物业管理有限责任公司,116.59140880512392,39.92937321862477
翠微中里,95760,海淀 公主坟,万寿路乙15号,多层|小高层|高层,1.10元/平米/月,商品房住宅,2.80,1946户,40%,1988年,拥挤,"中国海底电缆建设有限公司,中国移动通信南京西路营业厅","中国海底电缆建设有限公司,中国移动通信南京西路营业厅",116.30481907454525,39.920089884004206
教场口街6号院,139117,西城 德胜门,教场口街6号,多层,0.50元/平米/月,商品房住宅,1.50,1020户,30%,2003年,350,北京德胜投资有限责任公司,北京市德源物业管理中心,116.38767302563036,39.95947110505852
金尚嘉园,106102,海淀 牡丹园,花园路甲2号,高层,2.98元/平米/月,商品房住宅,3.40,800户,30%,2004年,1：1，售价27万，地下车位380个，地面150个。租金450管理费80,上海百乐物业管理公司,五矿物业管理有限公司,116.37342446295331,39.98520897410521
吉祥里小区,90816,朝阳 朝外大街,朝外北街,多层|高层,2.00元/平米/月,商品房住宅,2.46,3000户,25%,1996年,3500个,上海豪景物业管理有限公司,北京东旭佳业物业管理有限责任公司,116.4449707239399,39.931809384042324
