小区名称,房价,区域商圈：,详细地址：,建筑类型：,物业费用：,产权类别：,容积率：,总户数：,绿化率：,建筑年代：,停车位：,开发商：,物业公司：,经度,纬度
圣世一品,86199,朝阳 东大桥,向军北里28号,高层,5.98元/平米/月,商品房住宅,3.90,530户,30%,2010年,336,北京市双建房地产开发有限公司,北京金地格林物业管理公司,116.46548712348228,39.93133598982528
土桥PLUS,40575,通州 土桥,九棵树东路,高层,3.00元/平米/月,商品房住宅,2.80,暂无数据,30%,2017年,暂无数据,北京建安经营开发有限公司,北京银达物业管理有限责任公司,116.70496297582638,39.87256703292507
空港吉祥花园,49433,顺义 中央别墅区,"安泰大街,近裕华路",小高层,2.20元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2007年,暂无数据,北京空港天恒房地产开发有限公司,北京天竺空港物业管理有限公司,116.56012073438083,40.09301865044828
金色漫香苑,43756,昌平 北七家,天权路2号,多层,2.80元/平米/月,商品房住宅,1.50,1320户,35%,2013年,地上453个车位，地下969个车位，共1422个车位。,上海德同物业,北京金融街物业管理有限责任公司,116.43287297414537,40.136793075877456
铁路危改小区,88087,西城 西直门,西直门北大街,多层|小高层|高层,0.50元/平米/月,商品房住宅,1.30,暂无数据,35%,2010年,暂无数据,铁路建设有限公司,业主自管,116.36185653374856,39.9509827753028
西马庄园,38593,通州 八里桥,滨惠北四街,多层,0.00元/平米/月,商品房住宅,2.00,1100户,45%,2001年,每户一位，1：1,北京市裕发房地产开发集团,北京中航大北物业管理有限公司,116.63650302308041,39.918474103622785
润枫水尚(西区),77493,朝阳 朝青板块,青年路西里5号,高层,2.98元/平米/月,商品房住宅,3.00,暂无数据,30%,2009年,暂无数据,北京润丰房地产开发有限公司,北京润丰物业管理有限公司,116.51732132768014,39.933431347997995
和乔丽致,93577,朝阳 CBD,光华路甲8号,高层,5.50元/平米/月,商品房住宅,4.00,暂无数据,26%,2003年,暂无数据,北京奥德房地产开发有限公司,北京和乔物业管理公司,116.47801713788822,39.91793137429917
北京壹号院,170000,朝阳 朝阳公园,农展北路8号,多层|高层,17.00元/平米/月,商品房住宅,2.35,暂无数据,30%,2016年,暂无数据,澳洲天地澳祥健康母婴康复中心,北京高力国际物业服务有限公司,116.4753564467982,39.94827667618096
观音惠园,49686,朝阳 四惠,高碑店路,多层,0.60元/平米/月,商品房住宅经济适用房,1.46,1090户,35%,2006年,150元/车位/月,"北京京海集团上海有限公司,上海智达科技有限公司",北京康居安物业管理有限公司,116.52762399357408,39.89635613684839
城南嘉园益星园,75634,丰台 马家堡,马家堡西路,多层|小高层,1.95元/平米/月,商品房住宅,1.90,暂无数据,34%,2004年,暂无数据,上海寰舟水产有限公司,北京京丰物业管理有限责任公司,116.37544160797594,39.84191133013377
德鑫嘉园,37272,丰台 新宫,槐房北路2号,多层|小高层|高层,0.00元/平米/月,小产权房,0.00,暂无数据,38%,2005年,暂无数据,暂无数据,无,116.37952907770746,39.822622791118356
大兴金茂悦,38181,大兴 大兴周边,龙江路,小高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.49062171165146,39.760358856544805
首城国际,93740,朝阳 双井,广渠路36号,高层,2.83元/平米/月,商品房住宅,3.20,3820户,30%,2010年,A、B、D区车位和住宅比例0.8:1；C区车位和住宅比例2:1,上海维风企业管理有限公司,北京市嘉宝物业管理有限公司,116.47585868940884,39.89867212255458
天恒花园,40715,顺义 天竺,天柱路,多层,1.80元/平米/月,商品房住宅,1.19,249户,40%,2006年,地上150元/月,北京空港天恒房地产开发有限公司,北京天竺空港物业管理有限公司,116.56679541381162,40.07484355534475
后南仓小区,50204,通州 通州北苑,新城南街,多层,0.60元/平米/月,商品房住宅,1.17,1674户,30%,1990年,250,通州区住房和城乡建设委员会,北京通运达物业管理有限公司,116.65802067394421,39.90801829621002
中关村港沟16号院,108000,海淀 苏州桥,港沟路16号,多层,0.50元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,1978年,暂无数据,无,北京亿方物业管理有限责任公司,116.30964243615054,39.98662567003797
山语间(保利西山林语),58911,海淀 马连洼,黑龙潭路,多层,0.40元/平米/月,商品房住宅,0.00,3315户,30%,0000-00-00年,地下停车场,暂无数据,暂无数据,116.2217337199608,40.044811468348676
天通苑西三区,36955,昌平 天通苑,立汤路,多层|高层,1.25元/平米/月,经济适用房,3.50,2600户,30%,2015年,地上150/月，地下车库180元,北京顺天通房地产开发有限公司,北京顺天通物业管理公司,116.41350901074175,40.10863904478827
世茂维拉,38889,房山 长阳,东环路,多层|高层,2.80元/平米/月,商品房住宅,2.30,606户,31%,2015年,共780个停车位,贝思特物业,上海世茂南京物业服务有限公司北京第二分公司,116.18407298009937,39.75002597358078
高巢小区,78027,海淀 清河,龙岗路35号,高层,2.45元/平米/月,商品房住宅,4.30,645户,10%,2005年,车位充足，地上车位150元/月，地上非常少，基本是地下的260元/月,北京恒乾房地产开发有限公司,北京恒乾物业,116.36506743696343,40.03669828224955
高楼金第,26112,通州 梨园,群芳南街,高层,1.80元/平米/月,商品房住宅,2.50,800户,31%,2010年,车位充足1180个,暂无数据,高楼金第小区物业管理办公室,116.6939778672365,39.87015712436405
新建村,35135,通州 物资学院路,物资学院路3号,多层,0.00元/平米/月,小产权房,0.00,暂无数据,30%,2000年,暂无数据,通州区住房和城乡建设委员会,北京长江永顺建筑有限公司,116.3624234543559,39.98836351974585
五道口嘉园,92980,海淀 五道口,展春园西路3号,高层,2.00元/平米/月,商品房住宅,0.00,暂无数据,41%,2005年,暂无数据,暂无数据,北京法政置地物业管理有限公司,116.34613582800174,39.9959026690237
珠江绿洲家园,49663,朝阳 定福庄,建国路18号,小高层|高层|超高层,2.48元/平米/月,商品房住宅,3.80,2300户,60%,2003年,地表车位150元/月 地下车位420元/月，2300个停车位,上海国家863软件专业孵化器基地物业管理有限公司,北京珠江世纪物业管理有限公司,116.56775076172148,39.913965431139495
月坛南街乙31号院,117323,西城 月坛,月坛南街31号,多层,0.80元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.35406292497454,39.91988396216324
康营家园(6期),43611,朝阳 孙河,兰花苑南路,多层,1.20元/平米/月,商品房住宅,0.00,暂无数据,30%,2010年,暂无数据,"上海芝阁信息科技服务有限公司,上海窗钩厂",房修一公司,116.54992631430083,40.04442019677318
广华新城,0,朝阳 大望路,广渠路,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.50330596511347,39.894013085282666
北坞嘉园,82001,海淀 西山,北坞嘉园北小街,多层,0.80元/平米/月,商品房住宅,1.20,1668户,20%,2010年,1:1,上海总泉物业管理有限公司,上海总泉物业管理有限公司,116.5042052587595,39.99329357665045
北洼东里,85277,海淀 紫竹桥,北洼路,多层|高层,1.60元/平米/月,商品房住宅,1.50,2000户,40%,2000年,地上车位150元/月,暂无数据,业主自管,116.31236457133743,39.944849491785604
翠竹新村,26000,顺义 天竺,花园西街,多层|小高层|高层,1.50元/平米/月,商品房住宅,3.10,暂无数据,40%,2000年,暂无数据,天竺房地产,天竺翠竹新村物业,116.57027697647665,40.06115309552208
世茂奥临花园,81311,朝阳 北苑,清林路一号,小高层|高层|超高层,4.48元/平米/月,商品房住宅,2.28,1190户,55%,2000年,1300个，总数：258个，比例：0:258，地下车位：258个，2240个车位，租金600-650元/月，售价25-30万/个,世茂投资发展有限公司,长城物业集团股份有限公司,116.4096347987383,40.04052724236545
蓝龙小区,32000,门头沟 大峪,滨河路,多层,0.00元/平米/月,小产权房,0.00,暂无数据,30%,暂无数据,暂无数据,暂无数据,暂无数据,116.10743206924347,39.96010468500789
珺悦国际,25000,大兴 生物医药基地,天华大街,高层,2.98元/平米/月,办公,2.50,3061户,35%,2014年,共2062个，其中地下1919个停车位，地上143个停车位。车位配比为1：0.67,北京锦荣物业管理有限公司,北京晟邦物业服务公司,116.31989973761623,39.69223606083886
长安6号小区,54508,朝阳 建外大街,建华南路,高层,2.00元/平米/月,商品房住宅,5.32,250户,17%,2010年,100,北京成远房地产开发有限公司,北京市三和物业管理有限公司,116.45006258906211,39.90992294969792
顶秀金瑞家园,41612,丰台 宋家庄,南顶路,多层,2.30元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2013年,暂无数据,锦能物业管理有限公司,北京鸿路泽物业管理有限公司,116.43847732256101,39.84597918243023
百万庄中里小区,116839,西城 展览路,展览路,多层,0.58元/平米/月,商品房住宅,1.20,5000户,40%,1988年,没有停车费,缔意广告,北京同心物业管理有限公司,116.34321974865526,39.95221233843086
金隅国际,68147,朝阳 花家地,望京西路48号,高层,3.12元/平米/月,商品房住宅,3.00,952户,30%,2004年,200个地上车位，700个地下车位,"上海塘头建材有限公司,中企物业管理有限公司",北京南湖物业管理中心,116.46511405720399,39.99160518932189
阳光南里,66887,海淀 清河,清河二街72号,多层,0.80元/平米/月,商品房住宅,1.35,1027户,35%,1995年,150元/车位/月,阿耐思特岩田产业机械(上海)有限公司,康苑物业管理有限公司,116.34530157167463,40.039059679464366
圣馨家园,80382,朝阳 太阳宫,太阳宫南街,多层|高层,2.00元/平米/月,商品房住宅,2.00,1800户,20%,2010年,500,冠城开发,冠城物业管理公司,116.44717992668059,39.979887306390296
人民日报社家属区,87954,朝阳 红庙,金台北街,多层|高层,0.80元/平米/月,商品房住宅,1.25,3471户,30%,1975年,500个,上海天行物业管理有限公司,金台物业管理有限公司,116.47755567834774,39.92661680561007
天通苑西二区,40781,昌平 天通苑,立汤路,多层,1.25元/平米/月,经济适用房,1.10,5760户,30%,2015年,地上停车位150元/月 地下停车180元/月,北京顺天通房地产开发有限公司,北京顺天通物业管理公司,116.41350901074175,40.10863904478827
云趣园(二区),41541,昌平 回龙观,龙禧二街,多层,0.63元/平米/月,经济适用房,1.50,1645户,35%,2000年,地表车位150元/月,上海家能实业有限公司,长城物业集团股份有限公司,116.33767612569207,40.089579880534956
永旺家园(五区),39677,海淀 西北旺,永丰路,多层,0.80元/平米/月,商品房住宅,0.00,暂无数据,30%,2014年,暂无数据,暂无数据,千秋物业管理公司,116.25780383025568,40.06988472050758
三环新城7号院,56408,丰台 玉泉营,丰桥路7号,小高层|高层,1.20元/平米/月,商品房住宅,2.40,9000户,40%,2004年,停车位2：1，地面车位150元/车位/月，地下车位300/车位/月,上海鸿鼎物业管理有限公司,北京新城康景物业管理有限责任公司,116.31663080386541,39.85754405068532
建设部大院,116202,海淀 增光路,三里河路9号,多层|高层,1.50元/平米/月,商品房住宅,3.10,2546户,35%,1996年,150元/车位/月,建设部,北京万科物业服务有限公司,116.33421962575078,39.93770907220121
龙城花园综合楼,65000,昌平 回龙观,京藏高速,多层,0.00元/平米/月,办公,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.30520696286446,40.09130280618721
高楼金第,26112,通州 梨园,群芳南街,高层,1.80元/平米/月,商品房住宅,2.50,800户,31%,2010年,车位充足1180个,暂无数据,高楼金第小区物业管理办公室,116.6939778672365,39.87015712436405
通州温馨家园(西区),23157,通州 马驹桥,漷马路,多层,1.26元/平米/月,商品房住宅,1.25,暂无数据,30%,1999年,暂无数据,北京盛宏房地产开发有限公司,北京金桥绿园物业管理有限公司,116.55569999330513,39.745610094859295
鸿博家园(二期F区),43774,朝阳 小红门,红坊路,高层,0.00元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,116.47049230212279,39.83158552709728
铭悦雅园,37303,通州 土桥,九棵树东路,高层,2.80元/平米/月,商品房住宅,0.00,暂无数据,暂无数据,2015年,暂无数据,北京新通致远房地产开发有限公司,北京市圣瑞物业服务有限公司,116.68917139018158,39.8788936122587
上东新居,9333,昌平 沙河,汤尚路,多层|小高层,0.55元/平米/月,小产权房,1.20,300户,20%,2012年,暂无数据,北京龙聚天成房地产开发有限责任公司,北京龙聚天成物业管理有限公司,116.32384752084091,40.15546888760425
北花园小区(3号院),34883,朝阳 高碑店,北花园中路,高层,0.00元/平米/月,动迁配套房,0.00,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,居民自理,116.55419973327291,39.910139348053896
大西洋新城(A区),86595,朝阳 望京,广顺北大街33号,高层,2.80元/平米/月,商品房住宅,0.00,暂无数据,30%,2001年,暂无数据,欧西玛物业管理有限公司,北京盛世物业管理有限公司,116.4727899879562,39.995598034807195
六合园,51046,石景山 鲁谷,鲁谷南路,多层,0.60元/平米/月,商品房住宅,2.00,860户,30%,1994年,车位500个,保利(北京)房地产开发有限公司,北京芳星园物业管理中心,116.22495719945279,39.90362744835935
荣丰2008,141218,西城 广安门外,广安门外大街305号,小高层|高层|超高层,3.30元/平米/月,商品房住宅,3.20,9157户,36%,2003年,地下450-600元/车位/月，地上150元/车位/月,北京荣丰房地产开发有限公司,北京非常空间物业管理有限公司,116.3427521806373,39.9005649295787
西沙老年公寓,30000,昌平 北七家,定泗路,多层,0.00元/平米/月,小产权房,0.00,暂无数据,暂无数据,2011年,暂无数据,暂无数据,暂无数据,116.40947597832414,40.12255808414903
